file,line,col,category,confidence,text,snippet
dashboard/src/components/rtb/config-performance.tsx,84,50,jsx_text,high,Pretargeting Configs,Pretargeting Configs
dashboard/src/components/rtb/config-performance.tsx,86,9,jsx_text,high,Click to expand settings and size breakdown,Click to expand settings and size breakdown
dashboard/src/components/rtb/config-performance.tsx,96,41,jsx_text,high,Total,Total
dashboard/src/components/rtb/config-performance.tsx,98,52,jsx_text,high,reached,reached
dashboard/src/components/rtb/config-performance.tsx,108,51,jsx_text,high,% win,% win
dashboard/src/components/rtb/config-performance.tsx,110,77,jsx_text,high,% waste,% waste
dashboard/src/components/rtb/config-performance.tsx,135,86,jsx_expr_string,high,Config,'Config '
dashboard/src/components/rtb/config-performance.tsx,142,13,jsx_text,high,Config,Config
dashboard/src/components/rtb/config-performance.tsx,158,45,jsx_text,high,% win,% win
dashboard/src/components/rtb/config-performance.tsx,172,32,jsx_attr:label,high,Format,"""Format"""
dashboard/src/components/rtb/config-performance.tsx,174,21,jsx_attr:label,high,Geos,"""Geos"""
dashboard/src/components/rtb/config-performance.tsx,180,32,jsx_attr:label,high,Platform,"""Platform"""
dashboard/src/components/rtb/config-performance.tsx,182,34,jsx_attr:label,high,QPS,"""QPS"""
dashboard/src/components/rtb/config-performance.tsx,185,34,jsx_attr:label,high,Budget,"""Budget"""
dashboard/src/components/rtb/config-performance.tsx,193,23,jsx_text,high,Size,Size
dashboard/src/components/rtb/config-performance.tsx,194,46,jsx_text,high,Reached,Reached
dashboard/src/components/rtb/config-performance.tsx,195,46,jsx_text,high,Win%,Win%
dashboard/src/components/rtb/config-performance.tsx,196,46,jsx_text,high,Waste,Waste
dashboard/src/components/rtb/endpoint-efficiency-panel.tsx,41,61,jsx_text,high,Efficiency,Efficiency
dashboard/src/components/rtb/endpoint-efficiency-panel.tsx,43,11,jsx_text,high,Delivery,Delivery
dashboard/src/components/rtb/endpoint-efficiency-panel.tsx,46,11,jsx_text,high,Auction,Auction
dashboard/src/components/rtb/endpoint-efficiency-panel.tsx,72,13,jsx_text,high,Observed QPS,Observed QPS
dashboard/src/components/rtb/endpoint-efficiency-panel.tsx,78,63,jsx_text,high,Feed missing,Feed missing
dashboard/src/components/rtb/endpoint-efficiency-panel.tsx,83,13,jsx_text,high,Utilization,Utilization
dashboard/src/components/rtb/endpoint-efficiency-panel.tsx,87,100,jsx_expr_string,high,N/A,"""N/A"""
dashboard/src/components/rtb/endpoint-efficiency-panel.tsx,92,13,jsx_text,high,Overshoot,Overshoot
dashboard/src/components/rtb/endpoint-efficiency-panel.tsx,96,97,jsx_expr_string,high,N/A,"""N/A"""
dashboard/src/components/rtb/endpoint-efficiency-panel.tsx,100,79,jsx_text,high,Delivery Win,Delivery Win
dashboard/src/components/rtb/endpoint-efficiency-panel.tsx,102,93,jsx_expr_string,high,N/A,"""N/A"""
dashboard/src/components/rtb/endpoint-efficiency-panel.tsx,106,77,jsx_text,high,Auction Win,Auction Win
dashboard/src/components/rtb/endpoint-efficiency-panel.tsx,110,17,jsx_expr_string,high,N/A,"""N/A"""
dashboard/src/components/rtb/endpoint-efficiency-panel.tsx,115,79,jsx_text,high,Filtered,Filtered
dashboard/src/components/rtb/endpoint-efficiency-panel.tsx,119,17,jsx_expr_string,high,N/A,"""N/A"""
dashboard/src/components/rtb/endpoint-efficiency-panel.tsx,124,77,jsx_text,high,PTGT Loss,PTGT Loss
dashboard/src/components/rtb/endpoint-efficiency-panel.tsx,126,102,jsx_expr_string,high,N/A,"""N/A"""
dashboard/src/components/rtb/endpoint-efficiency-panel.tsx,129,13,jsx_text,high,Cap:,Cap:
dashboard/src/components/rtb/endpoint-efficiency-panel.tsx,129,101,jsx_expr_string,high,N/A,"""N/A"""
dashboard/src/components/rtb/endpoint-efficiency-panel.tsx,136,53,jsx_text,high,Funnel:,Funnel:
dashboard/src/components/rtb/endpoint-efficiency-panel.tsx,137,15,jsx_text,high,Avail,Avail
dashboard/src/components/rtb/endpoint-efficiency-panel.tsx,139,15,jsx_text,high,Matched,Matched
dashboard/src/components/rtb/endpoint-efficiency-panel.tsx,141,15,jsx_text,high,Filtered,Filtered
dashboard/src/components/rtb/endpoint-efficiency-panel.tsx,144,11,jsx_text,high,Source:,Source:
dashboard/src/components/rtb/pretargeting-config-card.tsx,68,39,jsx_text,high,Geos:,Geos:
dashboard/src/components/rtb/pretargeting-config-card.tsx,348,17,jsx_attr:title,high,Pretargeting config ID,"""Pretargeting config ID"""
dashboard/src/components/rtb/pretargeting-config-card.tsx,349,23,jsx_attr:aria-label,high,Pretargeting config ID,`Pretargeting config ID ${
dashboard/src/components/rtb/pretargeting-config-card.tsx,389,57,jsx_text,high,(from Google),(from Google)
dashboard/src/components/rtb/pretargeting-config-card.tsx,404,13,jsx_text,high,Paused,Paused
dashboard/src/components/rtb/pretargeting-config-card.tsx,423,45,jsx_text,high,% win,% win
dashboard/src/components/rtb/pretargeting-config-card.tsx,441,63,jsx_text,high,No data,No data
dashboard/src/components/rtb/pretargeting-config-card.tsx,455,34,jsx_attr:label,high,Platforms,"""Platforms"""
dashboard/src/components/rtb/pretargeting-config-card.tsx,456,34,jsx_attr:label,high,Sizes,"""Sizes"""
dashboard/src/components/rtb/pretargeting-config-card.tsx,461,73,jsx_text,high,Formats,Formats
dashboard/src/components/rtb/pretargeting-config-card.tsx,463,28,property:label,medium,Banner,'Banner'
dashboard/src/components/rtb/pretargeting-config-card.tsx,463,45,jsx_expr_string,high,HTML,'HTML'
dashboard/src/components/rtb/pretargeting-config-card.tsx,464,28,property:label,medium,Audio and Video,'Audio and Video'
dashboard/src/components/rtb/pretargeting-config-card.tsx,464,54,jsx_expr_string,high,VIDEO,'VIDEO'
dashboard/src/components/rtb/pretargeting-config-card.tsx,465,28,property:label,medium,Native,'Native'
dashboard/src/components/rtb/pretargeting-config-card.tsx,465,45,jsx_expr_string,high,NATIVE,'NATIVE'
dashboard/src/components/rtb/pretargeting-config-card.tsx,482,73,jsx_text,high,QPS,QPS
dashboard/src/components/rtb/pretargeting-config-card.tsx,491,31,jsx_attr:placeholder,high,unset,"""unset"""
dashboard/src/components/rtb/pretargeting-config-card.tsx,498,19,jsx_text,high,Set,Set
dashboard/src/components/rtb/pretargeting-config-card.tsx,502,21,jsx_text,high,Pending:,Pending:
dashboard/src/components/rtb/pretargeting-config-card.tsx,515,19,jsx_text,high,Pause,Pause
dashboard/src/components/rtb/pretargeting-config-card.tsx,524,19,jsx_text,high,Activate,Activate
dashboard/src/components/rtb/pretargeting-config-card.tsx,538,17,jsx_text,high,History,History
dashboard/src/components/rtb/pretargeting-settings-editor.tsx,126,17,jsx_attr:title,high,Remove,"""Remove"""
dashboard/src/components/rtb/pretargeting-settings-editor.tsx,197,17,jsx_attr:title,high,Mark as applied in Google,"""Mark as applied in Google"""
dashboard/src/components/rtb/pretargeting-settings-editor.tsx,199,11,jsx_text,high,Applied,Applied
dashboard/src/components/rtb/pretargeting-settings-editor.tsx,204,17,jsx_attr:title,high,Cancel change,"""Cancel change"""
dashboard/src/components/rtb/pretargeting-settings-editor.tsx,206,11,jsx_text,high,Cancel,Cancel
dashboard/src/components/rtb/pretargeting-settings-editor.tsx,263,77,jsx_text,high,values),values)
dashboard/src/components/rtb/pretargeting-settings-editor.tsx,287,28,jsx_attr:placeholder,high,Add,`Add ${
dashboard/src/components/rtb/pretargeting-settings-editor.tsx,302,55,jsx_text,high,Bulk:,Bulk:
dashboard/src/components/rtb/pretargeting-settings-editor.tsx,308,19,jsx_text,high,Remove All,Remove All
dashboard/src/components/rtb/pretargeting-settings-editor.tsx,316,19,jsx_text,high,Invert,Invert
dashboard/src/components/rtb/pretargeting-settings-editor.tsx,342,57,jsx_text,high,No values configured,No values configured
dashboard/src/components/rtb/pretargeting-settings-editor.tsx,497,55,jsx_text,high,Publishers,Publishers
dashboard/src/components/rtb/pretargeting-settings-editor.tsx,501,17,jsx_text,high,Mode:,Mode:
dashboard/src/components/rtb/pretargeting-settings-editor.tsx,517,13,jsx_text,high,Blacklist,Blacklist
dashboard/src/components/rtb/pretargeting-settings-editor.tsx,534,13,jsx_text,high,Whitelist,Whitelist
dashboard/src/components/rtb/pretargeting-settings-editor.tsx,546,25,jsx_attr:placeholder,high,Filter publishers...,"""Filter publishers..."""
dashboard/src/components/rtb/pretargeting-settings-editor.tsx,553,19,jsx_text,high,Publisher ID,Publisher ID
dashboard/src/components/rtb/pretargeting-settings-editor.tsx,554,19,jsx_text,high,Type,Type
dashboard/src/components/rtb/pretargeting-settings-editor.tsx,555,19,jsx_text,high,Status,Status
dashboard/src/components/rtb/pretargeting-settings-editor.tsx,556,42,jsx_text,high,Action,Action
dashboard/src/components/rtb/pretargeting-settings-editor.tsx,561,19,jsx_template_text,high,No publishers,`No publishers ${
dashboard/src/components/rtb/pretargeting-settings-editor.tsx,561,50,jsx_expr_string,high,allowed,'allowed'
dashboard/src/components/rtb/pretargeting-settings-editor.tsx,561,62,jsx_expr_string,high,blocked,'blocked'
dashboard/src/components/rtb/pretargeting-settings-editor.tsx,561,71,jsx_template_text,high,yet.,} yet.`
dashboard/src/components/rtb/pretargeting-settings-editor.tsx,562,19,jsx_expr_string,high,No publishers match the current filter.,'No publishers match the current filter.'
dashboard/src/components/rtb/pretargeting-settings-editor.tsx,591,27,jsx_text,high,Undo,Undo
dashboard/src/components/rtb/pretargeting-settings-editor.tsx,599,27,jsx_text,high,Remove,Remove
dashboard/src/components/rtb/pretargeting-settings-editor.tsx,612,28,jsx_expr_string,high,Add publisher to allow:,'Add publisher to allow:'
dashboard/src/components/rtb/pretargeting-settings-editor.tsx,612,56,jsx_expr_string,high,Add publisher to block:,'Add publisher to block:'
dashboard/src/components/rtb/pretargeting-settings-editor.tsx,623,27,jsx_attr:placeholder,high,com.example.app or publisher.com,"""com.example.app or publisher.com"""
dashboard/src/components/rtb/pretargeting-settings-editor.tsx,645,13,jsx_text,high,Bulk Import,Bulk Import
dashboard/src/components/rtb/pretargeting-settings-editor.tsx,652,13,jsx_text,high,Export CSV,Export CSV
dashboard/src/components/rtb/pretargeting-settings-editor.tsx,659,13,jsx_text,high,View History,View History
dashboard/src/components/rtb/pretargeting-settings-editor.tsx,670,39,jsx_text,high,pending publisher change,pending publisher change
dashboard/src/components/rtb/pretargeting-settings-editor.tsx,675,44,jsx_text,high,publisher,publisher
dashboard/src/components/rtb/pretargeting-settings-editor.tsx,675,106,jsx_expr_string,high,add,'add'
dashboard/src/components/rtb/pretargeting-settings-editor.tsx,675,114,jsx_expr_string,high,block,'block'
dashboard/src/components/rtb/pretargeting-settings-editor.tsx,678,47,jsx_text,high,publisher,publisher
dashboard/src/components/rtb/pretargeting-settings-editor.tsx,678,112,jsx_expr_string,high,remove,'remove'
dashboard/src/components/rtb/pretargeting-settings-editor.tsx,678,123,jsx_expr_string,high,unblock,'unblock'
dashboard/src/components/rtb/pretargeting-settings-editor.tsx,686,19,jsx_text,high,Apply to Google,Apply to Google
dashboard/src/components/rtb/pretargeting-settings-editor.tsx,689,19,jsx_text,high,Changes apply immediately on Google.,Changes apply immediately on Google.
dashboard/src/components/rtb/pretargeting-settings-editor.tsx,699,15,jsx_text,high,Switch to,Switch to
dashboard/src/components/rtb/pretargeting-settings-editor.tsx,699,57,jsx_text,high,mode?,mode?
dashboard/src/components/rtb/pretargeting-settings-editor.tsx,702,15,jsx_text,high,This will clear your current publisher list when applied.,This will clear your current publisher list when applied.
dashboard/src/components/rtb/pretargeting-settings-editor.tsx,709,17,jsx_text,high,Switch to,Switch to
dashboard/src/components/rtb/pretargeting-settings-editor.tsx,715,17,jsx_text,high,Cancel,Cancel
dashboard/src/components/rtb/pretargeting-settings-editor.tsx,724,65,jsx_text,high,Bulk Import Publishers,Bulk Import Publishers
dashboard/src/components/rtb/pretargeting-settings-editor.tsx,743,31,jsx_attr:placeholder,high,One publisher per line or comma-separated,"""One publisher per line or comma-separated"""
dashboard/src/components/rtb/pretargeting-settings-editor.tsx,753,21,jsx_text,high,Cancel,Cancel
dashboard/src/components/rtb/pretargeting-settings-editor.tsx,760,21,jsx_text,high,Preview Import,Preview Import
dashboard/src/components/rtb/pretargeting-settings-editor.tsx,768,66,jsx_text,high,Valid:,Valid:
dashboard/src/components/rtb/pretargeting-settings-editor.tsx,778,69,jsx_text,high,Duplicates:,Duplicates:
dashboard/src/components/rtb/pretargeting-settings-editor.tsx,784,66,jsx_text,high,Invalid:,Invalid:
dashboard/src/components/rtb/pretargeting-settings-editor.tsx,794,21,jsx_text,high,Back,Back
dashboard/src/components/rtb/pretargeting-settings-editor.tsx,801,21,jsx_text,high,Import,Import
dashboard/src/components/rtb/pretargeting-settings-editor.tsx,801,55,jsx_text,high,Publishers,Publishers
dashboard/src/components/rtb/pretargeting-settings-editor.tsx,1173,12,jsx_text,high,Failed to load config details,Failed to load config details
dashboard/src/components/rtb/pretargeting-settings-editor.tsx,1203,15,jsx_text,high,Changes pending,Changes pending
dashboard/src/components/rtb/pretargeting-settings-editor.tsx,1218,15,jsx_text,high,Sync with Google,Sync with Google
dashboard/src/components/rtb/pretargeting-settings-editor.tsx,1232,13,jsx_text,high,History,History
dashboard/src/components/rtb/pretargeting-settings-editor.tsx,1254,13,jsx_text,high,Publisher List,Publisher List
dashboard/src/components/rtb/pretargeting-settings-editor.tsx,1265,13,jsx_text,high,Config Settings,Config Settings
dashboard/src/components/rtb/pretargeting-settings-editor.tsx,1306,15,jsx_text,high,Config:,Config:
dashboard/src/components/rtb/pretargeting-settings-editor.tsx,1317,17,jsx_text,high,Suspend,Suspend
dashboard/src/components/rtb/pretargeting-settings-editor.tsx,1330,17,jsx_text,high,Activate,Activate
dashboard/src/components/rtb/pretargeting-settings-editor.tsx,1336,21,jsx_attr:title,high,Refresh from Google,"""Refresh from Google"""
dashboard/src/components/rtb/pretargeting-settings-editor.tsx,1351,17,jsx_text,high,Push,Push
dashboard/src/components/rtb/pretargeting-settings-editor.tsx,1351,46,jsx_text,high,change(s) to Google?,change(s) to Google?
dashboard/src/components/rtb/pretargeting-settings-editor.tsx,1354,17,jsx_text,high,This will modify your live pretargeting configuration. Changes take effect immediately.,This will modify your live pretargeting configuration. Changes take effect immediately.
dashboard/src/components/rtb/pretargeting-settings-editor.tsx,1364,17,jsx_text,high,A snapshot will be created automatically so you can roll back if needed.,A snapshot will be created automatically so you can roll back if needed.
dashboard/src/components/rtb/pretargeting-settings-editor.tsx,1377,19,jsx_text,high,"Yes, Push to Google","Yes, Push to Google"
dashboard/src/components/rtb/pretargeting-settings-editor.tsx,1384,19,jsx_text,high,Cancel,Cancel
dashboard/src/components/rtb/pretargeting-settings-editor.tsx,1398,17,jsx_text,high,Suspend this pretargeting config?,Suspend this pretargeting config?
dashboard/src/components/rtb/pretargeting-settings-editor.tsx,1401,17,jsx_text,high,This will immediately stop QPS consumption. A snapshot will be saved for easy rollback.,This will immediately stop QPS consumption. A snapshot will be saved for easy rollback.
dashboard/src/components/rtb/pretargeting-settings-editor.tsx,1414,19,jsx_text,high,"Yes, Suspend","Yes, Suspend"
dashboard/src/components/rtb/pretargeting-settings-editor.tsx,1421,19,jsx_text,high,Cancel,Cancel
dashboard/src/components/rtb/pretargeting-settings-editor.tsx,1437,17,jsx_text,high,Pending Changes (,Pending Changes (
dashboard/src/components/rtb/pretargeting-settings-editor.tsx,1446,19,jsx_text,high,Push to Google,Push to Google
dashboard/src/components/rtb/pretargeting-settings-editor.tsx,1455,19,jsx_text,high,Clear All,Clear All
dashboard/src/components/rtb/pretargeting-settings-editor.tsx,1471,15,jsx_text,high,"Click ""Push to Google"" to apply these changes to your live pretargeting configuration.","Click ""Push to Google"" to apply these changes to your live pretargeting configuration."
dashboard/src/components/rtb/pretargeting-settings-editor.tsx,1512,21,jsx_attr:title,high,Ad Sizes,"""Ad Sizes"""
dashboard/src/components/rtb/pretargeting-settings-editor.tsx,1526,21,jsx_attr:title,high,Geographic Targeting,"""Geographic Targeting"""
dashboard/src/components/rtb/pretargeting-settings-editor.tsx,1537,21,jsx_attr:title,high,Formats,"""Formats"""
dashboard/src/components/rtb/pretargeting-settings-editor.tsx,1552,63,jsx_text,high,Excluded Geos,Excluded Geos
dashboard/src/components/rtb/pretargeting-settings-editor.tsx,1570,17,jsx_text,high,Last synced from Google:,Last synced from Google:
dashboard/src/components/rtb/pretargeting-settings-editor.tsx,1583,15,jsx_text,high,History,History
dashboard/src/components/rtb/pretargeting-settings-editor.tsx,1595,17,jsx_text,high,Audit Log,Audit Log
dashboard/src/components/rtb/pretargeting-settings-editor.tsx,1606,17,jsx_text,high,Rollback,Rollback
dashboard/src/components/rtb/pretargeting-settings-editor.tsx,1626,61,jsx_text,high,No history available,No history available
dashboard/src/components/rtb/pretargeting-settings-editor.tsx,1646,56,jsx_expr_string,high,Snapshot,'Snapshot'
dashboard/src/components/rtb/pretargeting-settings-editor.tsx,1649,56,jsx_expr_string,high,manual,'manual'
dashboard/src/components/rtb/pretargeting-settings-editor.tsx,1656,27,jsx_text,high,Rollback,Rollback
dashboard/src/components/rtb/pretargeting-settings-editor.tsx,1666,61,jsx_text,high,No snapshots available,No snapshots available
dashboard/src/components/rtb/pretargeting-settings-editor.tsx,1674,17,jsx_text,high,Roll back to,Roll back to
dashboard/src/components/rtb/pretargeting-settings-editor.tsx,1674,73,jsx_expr_string,high,snapshot,'snapshot'
dashboard/src/components/rtb/pretargeting-settings-editor.tsx,1687,49,jsx_expr_string,high,Rolling back...,'Rolling back...'
dashboard/src/components/rtb/pretargeting-settings-editor.tsx,1687,69,jsx_expr_string,high,Rollback Now,'Rollback Now'
dashboard/src/components/rtb/pretargeting-settings-editor.tsx,1693,19,jsx_text,high,Cancel,Cancel
dashboard/src/components/rtb/recommended-optimizations-panel.tsx,70,18,property:label,medium,HIGH IMPACT,'HIGH IMPACT'
dashboard/src/components/rtb/recommended-optimizations-panel.tsx,78,18,property:label,medium,INVESTIGATE,'INVESTIGATE'
dashboard/src/components/rtb/recommended-optimizations-panel.tsx,86,18,property:label,medium,OPPORTUNITY,'OPPORTUNITY'
dashboard/src/components/rtb/recommended-optimizations-panel.tsx,94,18,property:label,medium,SUGGESTION,'SUGGESTION'
dashboard/src/components/rtb/recommended-optimizations-panel.tsx,135,19,jsx_text,high,Save,Save
dashboard/src/components/rtb/recommended-optimizations-panel.tsx,135,85,jsx_text,high,QPS/day,QPS/day
dashboard/src/components/rtb/recommended-optimizations-panel.tsx,137,77,jsx_text,high,/mo),/mo)
dashboard/src/components/rtb/recommended-optimizations-panel.tsx,150,30,jsx_expr_string,high,Hide,'Hide'
dashboard/src/components/rtb/recommended-optimizations-panel.tsx,150,39,jsx_expr_string,high,Details,'Details'
dashboard/src/components/rtb/recommended-optimizations-panel.tsx,159,19,jsx_text,high,Apply to,Apply to
dashboard/src/components/rtb/recommended-optimizations-panel.tsx,165,23,jsx_text,high,Select config to apply size filter,Select config to apply size filter
dashboard/src/components/rtb/recommended-optimizations-panel.tsx,207,15,jsx_text,high,Approve,Approve
dashboard/src/components/rtb/recommended-optimizations-panel.tsx,213,21,jsx_attr:title,high,Dismiss,"""Dismiss"""
dashboard/src/components/rtb/recommended-optimizations-panel.tsx,227,21,jsx_text,high,Sizes to block (,Sizes to block (
dashboard/src/components/rtb/recommended-optimizations-panel.tsx,234,31,jsx_expr_string,high,Copied!,'Copied!'
dashboard/src/components/rtb/recommended-optimizations-panel.tsx,234,43,jsx_expr_string,high,Copy,'Copy'
dashboard/src/components/rtb/recommended-optimizations-panel.tsx,252,47,jsx_text,high,Why:,Why:
dashboard/src/components/rtb/recommended-optimizations-panel.tsx,259,25,jsx_text,high,Note:,Note:
dashboard/src/components/rtb/recommended-optimizations-panel.tsx,259,40,jsx_text,high,Size filtering is INCLUDE-only. Adding sizes to a config will exclude all unlisted sizes.,Size filtering is INCLUDE-only. Adding sizes to a config will exclude all unlisted sizes.
dashboard/src/components/rtb/recommended-optimizations-panel.tsx,267,19,jsx_text,high,Learn more,Learn more
dashboard/src/components/rtb/recommended-optimizations-panel.tsx,374,22,property:description,medium,Create creative for this size to capture additional traffic.,'Create creative for this size to capture additional traffic.'
dashboard/src/components/rtb/recommended-optimizations-panel.tsx,441,57,jsx_text,high,Recommended Optimizations,Recommended Optimizations
dashboard/src/components/rtb/recommended-optimizations-panel.tsx,446,14,jsx_text,high,AI recommendations are disabled in manual mode.,AI recommendations are disabled in manual mode.
dashboard/src/components/rtb/recommended-optimizations-panel.tsx,447,39,jsx_text,high,"Switch to ""AI proposes"" to see optimization suggestions.","Switch to ""AI proposes"" to see optimization suggestions."
dashboard/src/components/rtb/recommended-optimizations-panel.tsx,468,55,jsx_text,high,Recommended Optimizations,Recommended Optimizations
dashboard/src/components/rtb/recommended-optimizations-panel.tsx,471,36,jsx_text,high,action,action
dashboard/src/components/rtb/recommended-optimizations-panel.tsx,487,13,jsx_text,high,Based on,Based on
dashboard/src/components/rtb/recommended-optimizations-panel.tsx,487,28,jsx_text,high,"-day analysis, here's where to cut waste:","-day analysis, here's where to cut waste:"
dashboard/src/components/rtb/snapshot-comparison-panel.tsx,82,40,jsx_template_text,high,Snapshot #,`Snapshot #${
dashboard/src/components/rtb/snapshot-comparison-panel.tsx,95,30,jsx_expr_string,high,Unknown,'Unknown'
dashboard/src/components/rtb/snapshot-comparison-panel.tsx,101,50,jsx_text,high,Impressions,Impressions
dashboard/src/components/rtb/snapshot-comparison-panel.tsx,105,50,jsx_text,high,Spend,Spend
dashboard/src/components/rtb/snapshot-comparison-panel.tsx,109,50,jsx_text,high,CTR,CTR
dashboard/src/components/rtb/snapshot-comparison-panel.tsx,142,25,jsx_expr_string,high,Completed,'Completed'
dashboard/src/components/rtb/snapshot-comparison-panel.tsx,142,39,jsx_expr_string,high,In Progress,'In Progress'
dashboard/src/components/rtb/snapshot-comparison-panel.tsx,149,52,jsx_text,high,Impressions,Impressions
dashboard/src/components/rtb/snapshot-comparison-panel.tsx,153,52,jsx_text,high,Spend,Spend
dashboard/src/components/rtb/snapshot-comparison-panel.tsx,157,52,jsx_text,high,CTR,CTR
dashboard/src/components/rtb/snapshot-comparison-panel.tsx,224,11,jsx_text,high,History,History
dashboard/src/components/rtb/snapshot-comparison-panel.tsx,227,34,jsx_text,high,snapshot,snapshot
dashboard/src/components/rtb/snapshot-comparison-panel.tsx,231,49,jsx_text,high,Open,Open
dashboard/src/components/rtb/snapshot-comparison-panel.tsx,243,17,jsx_text,high,History -,History -
dashboard/src/components/rtb/snapshot-comparison-panel.tsx,248,28,jsx_attr:aria-label,high,Close history dialog,"""Close history dialog"""
dashboard/src/components/rtb/snapshot-comparison-panel.tsx,258,17,jsx_text,high,Take Snapshot,Take Snapshot
dashboard/src/components/rtb/snapshot-comparison-panel.tsx,264,39,jsx_expr_string,high,Cancel,'Cancel'
dashboard/src/components/rtb/snapshot-comparison-panel.tsx,264,50,jsx_expr_string,high,New Snapshot,'New Snapshot'
dashboard/src/components/rtb/snapshot-comparison-panel.tsx,272,31,jsx_attr:placeholder,high,"Snapshot name (e.g., Before geo expansion)","""Snapshot name (e.g., Before geo expansion)"""
dashboard/src/components/rtb/snapshot-comparison-panel.tsx,278,31,jsx_attr:placeholder,high,Notes about this snapshot...,"""Notes about this snapshot..."""
dashboard/src/components/rtb/snapshot-comparison-panel.tsx,289,55,jsx_expr_string,high,Creating...,'Creating...'
dashboard/src/components/rtb/snapshot-comparison-panel.tsx,289,71,jsx_expr_string,high,Create Snapshot,'Create Snapshot'
dashboard/src/components/rtb/snapshot-comparison-panel.tsx,294,17,jsx_text,high,"Take a snapshot before making changes to track the ""before"" state. Compare results after changes to measure impact.","Take a snapshot before making changes to track the ""before"" state. Compare results after changes to measure impact."
dashboard/src/components/rtb/snapshot-comparison-panel.tsx,304,15,jsx_text,high,Snapshots,Snapshots
dashboard/src/components/rtb/snapshot-comparison-panel.tsx,307,54,jsx_text,high,Loading snapshots...,Loading snapshots...
dashboard/src/components/rtb/snapshot-comparison-panel.tsx,316,17,jsx_text,high,No snapshots yet. Create one before making changes to track impact.,No snapshots yet. Create one before making changes to track impact.
dashboard/src/components/rtb/snapshot-comparison-panel.tsx,325,15,jsx_text,high,Comparisons,Comparisons
dashboard/src/components/rtb/snapshot-comparison-panel.tsx,328,54,jsx_text,high,Loading comparisons...,Loading comparisons...
dashboard/src/components/rtb/snapshot-comparison-panel.tsx,337,17,jsx_text,high,"No comparisons yet. After taking snapshots, you can compare before/after results.","No comparisons yet. After taking snapshots, you can compare before/after results."
dashboard/src/components/sidebar.tsx,266,15,jsx_attr:alt,high,Cat-Scan,"""Cat-Scan"""
dashboard/src/components/sidebar.tsx,270,69,jsx_text,high,Cat-Scan,Cat-Scan
dashboard/src/components/sidebar.tsx,280,67,jsx_attr:title,high,Buyer,`Buyer ${
dashboard/src/components/sidebar.tsx,288,40,jsx_text,high,Unable to load seats,Unable to load seats
dashboard/src/components/sidebar.tsx,293,15,jsx_text,high,Retry,Retry
dashboard/src/components/sidebar.tsx,305,15,jsx_text,high,Retry,Retry
dashboard/src/components/sidebar.tsx,407,68,jsx_expr_string,high,Sync All,"""Sync All"""
dashboard/src/components/sidebar.tsx,701,25,jsx_attr:title,high,Build:,`Build: ${
dashboard/src/components/sidebar.tsx,708,25,jsx_template_text,high,sha-,`sha-${
dashboard/src/components/sidebar.tsx,709,25,jsx_expr_string,high,dev,"""dev"""
dashboard/src/components/size-coverage-chart.tsx,73,62,jsx_text,high,No Size Gaps,No Size Gaps
dashboard/src/components/size-coverage-chart.tsx,75,9,jsx_text,high,All requested sizes have creative coverage. No wasted traffic detected.,All requested sizes have creative coverage. No wasted traffic detected.
dashboard/src/components/size-coverage-chart.tsx,170,90,jsx_text,high,Size,Size
dashboard/src/components/size-coverage-chart.tsx,173,45,jsx_text,high,Requests,Requests
dashboard/src/components/size-coverage-chart.tsx,176,45,jsx_text,high,Avg QPS,Avg QPS
dashboard/src/components/size-coverage-chart.tsx,179,51,jsx_text,high,Waste %,Waste %
dashboard/src/components/size-coverage-chart.tsx,182,46,jsx_text,high,Recommendation,Recommendation
dashboard/src/components/size-coverage-chart.tsx,211,25,jsx_text,high,Near:,Near:
dashboard/src/components/size-coverage-chart.tsx,261,27,jsx_text,high,Potential savings:,Potential savings:
dashboard/src/components/size-coverage-chart.tsx,276,35,jsx_text,high,size gap,size gap
dashboard/src/components/size-coverage-chart.tsx,276,78,jsx_text,high,detected,detected
dashboard/src/components/size-coverage-chart.tsx,278,13,jsx_text,high,Total waste:,Total waste:
dashboard/src/components/size-coverage-chart.tsx,278,96,jsx_text,high,requests,requests
dashboard/src/components/validation-errors.tsx,18,27,jsx_text,high,Validation,Validation
dashboard/src/components/validation-errors.tsx,18,61,jsx_expr_string,high,Error,"""Error"""
dashboard/src/components/validation-errors.tsx,18,71,jsx_expr_string,high,Errors,"""Errors"""
dashboard/src/components/validation-errors.tsx,26,15,jsx_text,high,Row,Row
dashboard/src/components/validation-errors.tsx,32,17,jsx_text,high,(got:,(got:
dashboard/src/components/validation-errors.tsx,41,11,jsx_text,high,... and,... and
dashboard/src/components/validation-errors.tsx,41,31,jsx_text,high,more error,more error
dashboard/src/components/waste-analyzer/FunnelCard.tsx,48,64,jsx_text,high,The RTB Funnel,The RTB Funnel
dashboard/src/components/waste-analyzer/FunnelCard.tsx,50,9,jsx_text,high,Traffic that reaches your bidder and converts to wins,Traffic that reaches your bidder and converts to wins
dashboard/src/components/waste-analyzer/FunnelCard.tsx,59,83,jsx_text,high,Reached Your Bidder,Reached Your Bidder
dashboard/src/components/waste-analyzer/FunnelCard.tsx,61,104,jsx_text,high,QPS,QPS
dashboard/src/components/waste-analyzer/FunnelCard.tsx,66,85,jsx_text,high,Win Rate,Win Rate
